date,building_id,building_name,country,battery_id,battery_tech,battery_type,eu_compliant,strategy,capacity_kwh,pv_capacity_kwp,pv_generation_kwh,pv_to_load_kwh,pv_charge_kwh,grid_charge_kwh,charge_kwh,discharge_kwh,soc_start_percent,soc_end_percent,soc_target_percent,round_trip_efficiency_percent,cycle_depth_percent,cumulative_cycles,cost_avoided_eur,grid_charge_cost_eur,demand_reduction_eur,net_savings_eur,co2_avoided_kg,battery_health_percent,grid_price_peak_eur_kwh,grid_price_offpeak_eur_kwh,is_simulated
2023-01-11,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,70.94,70.94,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-01-12,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,46.95,46.95,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-01-13,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,74.88,74.88,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-01-14,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,63.99,63.99,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-01-15,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,62.81,62.81,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-01-16,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,57.34,57.34,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-01-17,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,60.66,60.66,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-01-18,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,53.83,53.83,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-01-19,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,68.27,68.27,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-01-20,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,71.64,71.64,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-01-21,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,92.01,92.01,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-01-22,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,55.6,55.6,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-01-23,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,78.19,78.19,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-01-24,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,57.43,57.43,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-01-25,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,78.37,78.37,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-01-26,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,85.35,85.35,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-01-27,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,62.29,62.29,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-01-28,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,101.41,101.41,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-01-29,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,96.89,96.89,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-01-30,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,75.51,75.51,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-01-31,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,70.9,70.9,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-02-01,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,82.17,82.17,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-02-02,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,94.72,94.72,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-02-03,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,82.96,82.96,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-02-04,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,104.83,104.83,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-02-05,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,119.34,119.34,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-02-06,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,103.79,103.79,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-02-07,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,102.12,102.12,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-02-08,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,123.8,123.8,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-02-09,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,94.1,94.1,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-02-10,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,95.38,95.38,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-02-11,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,107.16,107.16,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-02-12,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,128.87,128.87,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-02-13,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,124.46,124.46,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-02-14,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,85.31,85.31,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-02-15,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,107.14,107.14,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-02-16,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,130.59,130.59,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-02-17,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,107.44,107.44,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-02-18,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,89.87,89.87,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-02-19,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,121.15,121.15,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-02-20,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,142.12,142.12,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-02-21,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,115.38,115.38,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-02-22,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,121.96,121.96,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-02-23,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,120.11,120.11,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-02-24,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,121.97,121.97,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-02-25,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,137.54,137.54,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-02-26,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,129.78,129.78,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-02-27,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,154.1,154.1,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-02-28,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,148.3,148.3,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-01,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,179.95,179.95,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-02,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,169.57,169.57,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-03,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,173.84,173.84,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-04,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,178.55,178.55,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-03-05,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,172.95,172.95,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-03-06,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,167.89,167.89,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-07,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,200.0,200.0,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-08,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,185.8,185.8,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-09,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,194.34,194.34,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-10,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,156.26,156.26,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-11,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,166.73,166.73,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-03-12,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,165.67,165.67,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-03-13,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,162.69,162.69,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-14,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,193.58,193.58,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-15,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,267.95,267.95,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-16,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,171.1,171.1,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-17,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,171.07,171.07,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-18,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,184.66,184.66,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-03-19,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,249.37,249.37,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-03-20,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,230.31,230.31,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-21,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,224.29,224.29,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-22,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,206.01,206.01,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-23,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,247.88,247.88,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-24,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,175.48,175.48,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-25,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,228.24,228.24,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-03-26,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,208.9,208.9,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.2713,0.0694,False
2023-03-27,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,191.16,191.16,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-28,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,211.27,211.27,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
2023-03-29,B001,Berliner Bürogebäude Alpha,DE,B001_BATT_01,CATL_LFP_200,LFP,True,self_consumption,200.0,120.0,225.53,225.53,0.0,0.0,0.0,0.0,10.0,10.0,20.0,94.5,0.0,0.104,0.0,0.0,0.0,0.0,0.0,100.0,0.3192,0.0694,False
