malo_id,segment,tariff_type,battery_kwh,kwh_load,kwh_grid_with_battery,bill_A_fixed,bill_B_dynamic,bill_C_dyn_battery,save_B_vs_A,save_C_vs_B,save_C_vs_A,ratio_B,ratio_C,cycles_used,kwh_shifted,boundary_tolerance_eur
50096239004,PV_battery_HP,FIXED,7.5,4776.6035,4875.102950047428,2148.1857480954995,1916.4688073332395,1902.2158557800688,231.71694076226004,14.25295155317076,245.9698923154308,1.0621733359365928,0.9585648066152027,106.48446424939829,718.7701336834384,2.5157249999999998
51451020772,PV_battery_HP_EV,DYNAMIC,5.0,7412.468,7481.396319327522,3317.2259200839994,2950.3898294106093,2940.996330015694,366.8360906733901,9.393499394915125,376.22959006830524,1.0594108957158395,1.0129312391918517,112.32763149670359,505.47434173516615,1.6771499999999997
52784051030,PV_only,FIXED,0.0,705.8265999999999,705.8265999999999,342.7432728458,317.49577361812,317.49577361812,25.24749922768001,0.0,25.24749922768001,1.0779061722461096,1.0779061722461096,0.0,0.0,0.0
53850487964,PV_battery,FIXED,12.5,599.361125,629.5517171234259,295.52445063212497,275.54767076530993,275.9505280886745,19.976779866815036,-0.4028573233645716,19.573922543450465,1.078285399383503,0.9038325000000825,14.366860000000003,161.62717500000002,4.192875
55457754991,PV_only,DYNAMIC,0.0,617.823525,617.823525,303.71276504332496,282.72530435317253,282.72530435317253,20.98746069015243,0.0,20.98746069015243,1.0769452515631768,1.0769452515631768,0.0,0.0,0.0
58143754480,no_hardware,DYNAMIC,0.0,903.8129999999999,903.8129999999999,430.55281506899996,395.59103499785,395.59103499785,34.961780071149974,0.0,34.961780071149974,1.077322204891763,1.077322204891763,0.0,0.0,0.0
59028472520,PV_battery,DYNAMIC,15.0,607.5858,638.3353132564531,299.17220091539997,278.74753655443,279.0695667555614,20.424664360969985,-0.3220302011314402,20.102634159838544,1.0776402657805229,0.9011045652733309,12.285851851851852,165.859,5.0314499999999995
61804172126,PV_battery_HP_EV,DYNAMIC,15.0,8437.0499,8634.716803968571,3771.6413122986987,3352.9378679391193,3324.549482054032,418.7034443595794,28.388385885087246,447.09183024466665,1.059927779675013,0.9427935022486451,104.99023178568675,1417.368129106771,5.0314499999999995
64853594978,PV_battery,FIXED,15.0,694.6338000000001,729.6730587119566,337.7791205393999,313.11594295977,313.5177347583756,24.663177579629917,-0.40179179860558634,24.26138578102433,1.0776692840489657,0.9021622991006223,13.991207407407408,188.8813,5.0314499999999995
65400074314,PV_battery,DYNAMIC,5.0,685.49,716.1308863634638,333.72372637,309.43129623324,307.5866366628637,24.292430136760004,1.8446595703762796,26.137089707136283,1.0771877438284148,0.8915078515433292,44.27755555555555,199.249,1.6771499999999997
66586652381,PV_battery_HP,FIXED,15.0,5256.699,5437.585972425257,2361.1143435869994,2104.5450142676596,2084.088412792984,256.5693293193399,20.456601474675608,277.0259307940155,1.061371072581121,0.9007974276894446,93.19156526842579,1258.0861311237481,5.0314499999999995
69410910768,PV_battery_HP_EV,DYNAMIC,10.0,8005.3667000000005,8138.8983274532975,3580.1842012170996,3183.05304583065,3164.163095140666,397.1311553864498,18.889950689983834,416.0211060764336,1.0595549244625695,0.9759478782784349,108.80354829527923,979.2319346575131,3.3542999999999994
70348049725,PV_only,DYNAMIC,0.0,649.7258,649.7258,317.86183873539994,295.37507236910994,295.37507236910994,22.48676636629,0.0,22.48676636629,1.0778120673424774,1.0778120673424774,0.0,0.0,0.0
83482028030,PV_only,DYNAMIC,0.0,643.2064,643.2064,314.97040008319993,292.86767220551997,292.86767220551997,22.102727877679968,0.0,22.102727877679968,1.0779723906165408,1.0779723906165408,0.0,0.0,0.0
91797430928,PV_battery_HP,DYNAMIC,12.5,4875.716700000001,5029.320970183956,2192.1437407670996,1955.1087020071798,1935.9995323780804,237.03503875991987,19.10916962909937,256.14420838901924,1.0613486155070126,0.9106901450271838,96.13107982403993,1081.4746480204492,4.192875
94391268065,PV_only,FIXED,0.0,606.6318000000001,606.6318000000001,298.74908951339995,278.35362367429997,278.35362367429997,20.395465839099984,0.0,20.395465839099984,1.0773187043831558,1.0773187043831558,0.0,0.0,0.0
