ts_local,ts_utc,bidding_zone,price_eur_mwh,resolution
2025-03-23 12:00,2025-03-23T11:00:00Z,DE-LU,45.01,PT15M
2025-09-05 20:45,2025-09-05T18:45:00Z,DE-LU,87.73,PT15M
2025-11-07 10:00,2025-11-07T09:00:00Z,DE-LU,94.82,PT15M
2025-12-15 08:00,2025-12-15T07:00:00Z,DE-LU,134.84,PT15M
2025-05-25 20:45,2025-05-25T18:45:00Z,DE-LU,57.67,PT15M
2025-11-25 01:45,2025-11-25T00:45:00Z,DE-LU,102.15,PT15M
2025-08-10 11:30,2025-08-10T09:30:00Z,DE-LU,35.57,PT15M
2025-06-19 15:00,2025-06-19T13:00:00Z,DE-LU,33.81,PT15M
2025-05-10 10:30,2025-05-10T08:30:00Z,DE-LU,47.94,PT15M
2025-04-26 08:00,2025-04-26T06:00:00Z,DE-LU,108.08,PT15M
2025-06-26 10:30,2025-06-26T08:30:00Z,DE-LU,46.28,PT15M
2025-02-05 19:15,2025-02-05T18:15:00Z,DE-LU,140.03,PT15M
2025-09-17 14:00,2025-09-17T12:00:00Z,DE-LU,21.35,PT15M
2025-02-01 06:30,2025-02-01T05:30:00Z,DE-LU,119.23,PT15M
2025-06-30 17:00,2025-06-30T15:00:00Z,DE-LU,68.43,PT15M
2025-10-10 16:45,2025-10-10T14:45:00Z,DE-LU,94.31,PT15M
2025-03-09 13:45,2025-03-09T12:45:00Z,DE-LU,62.23,PT15M
2025-01-07 19:45,2025-01-07T18:45:00Z,DE-LU,139.33,PT15M
2025-11-13 22:45,2025-11-13T21:45:00Z,DE-LU,88.69,PT15M
2025-10-23 21:45,2025-10-23T19:45:00Z,DE-LU,94.97,PT15M
2025-06-25 17:30,2025-06-25T15:30:00Z,DE-LU,87.46,PT15M
2025-12-25 12:00,2025-12-25T11:00:00Z,DE-LU,83.88,PT15M
2025-04-14 04:15,2025-04-14T02:15:00Z,DE-LU,76.13,PT15M
2025-03-14 05:15,2025-03-14T04:15:00Z,DE-LU,90.35,PT15M
2025-01-17 11:00,2025-01-17T10:00:00Z,DE-LU,103.54,PT15M
2025-04-10 18:15,2025-04-10T16:15:00Z,DE-LU,109.64,PT15M
2025-07-21 10:00,2025-07-21T08:00:00Z,DE-LU,49.52,PT15M
2025-03-30 15:15,2025-03-30T13:15:00Z,DE-LU,63.63,PT15M
2025-10-31 14:15,2025-10-31T13:15:00Z,DE-LU,82.75,PT15M
2025-09-03 15:00,2025-09-03T13:00:00Z,DE-LU,41.56,PT15M
2025-09-10 12:15,2025-09-10T10:15:00Z,DE-LU,40.54,PT15M
2025-11-29 21:30,2025-11-29T20:30:00Z,DE-LU,92.0,PT15M
2025-10-07 21:30,2025-10-07T19:30:00Z,DE-LU,84.63,PT15M
2025-09-22 01:45,2025-09-21T23:45:00Z,DE-LU,89.84,PT15M
2025-04-23 22:00,2025-04-23T20:00:00Z,DE-LU,75.66,PT15M
2025-10-06 08:30,2025-10-06T06:30:00Z,DE-LU,90.83,PT15M
2025-04-26 09:45,2025-04-26T07:45:00Z,DE-LU,36.02,PT15M
2025-02-01 12:15,2025-02-01T11:15:00Z,DE-LU,73.65,PT15M
2025-02-14 01:00,2025-02-14T00:00:00Z,DE-LU,90.95,PT15M
2025-10-06 13:15,2025-10-06T11:15:00Z,DE-LU,43.83,PT15M
2025-05-05 08:15,2025-05-05T06:15:00Z,DE-LU,87.77,PT15M
2025-09-19 15:30,2025-09-19T13:30:00Z,DE-LU,48.4,PT15M
2025-09-12 11:45,2025-09-12T09:45:00Z,DE-LU,42.88,PT15M
2025-12-25 15:00,2025-12-25T14:00:00Z,DE-LU,99.79,PT15M
2025-09-22 14:30,2025-09-22T12:30:00Z,DE-LU,35.37,PT15M
2025-05-23 14:30,2025-05-23T12:30:00Z,DE-LU,37.59,PT15M
2025-04-08 15:30,2025-04-08T13:30:00Z,DE-LU,77.52,PT15M
2025-01-04 07:30,2025-01-04T06:30:00Z,DE-LU,123.35,PT15M
2025-01-14 16:30,2025-01-14T15:30:00Z,DE-LU,111.94,PT15M
2025-11-26 20:45,2025-11-26T19:45:00Z,DE-LU,123.32,PT15M
2025-03-23 22:00,2025-03-23T21:00:00Z,DE-LU,71.39,PT15M
2025-07-23 22:15,2025-07-23T20:15:00Z,DE-LU,56.87,PT15M
2025-04-05 00:15,2025-04-04T22:15:00Z,DE-LU,75.75,PT15M
2025-03-08 01:00,2025-03-08T00:00:00Z,DE-LU,80.09,PT15M
2025-07-28 00:45,2025-07-27T22:45:00Z,DE-LU,60.38,PT15M
2025-03-01 04:15,2025-03-01T03:15:00Z,DE-LU,98.14,PT15M
2025-10-24 22:15,2025-10-24T20:15:00Z,DE-LU,79.3,PT15M
2025-05-11 02:30,2025-05-11T00:30:00Z,DE-LU,64.3,PT15M
2025-07-17 01:45,2025-07-16T23:45:00Z,DE-LU,50.76,PT15M
2025-10-22 15:00,2025-10-22T13:00:00Z,DE-LU,75.25,PT15M
2025-09-25 05:15,2025-09-25T03:15:00Z,DE-LU,70.93,PT15M
2025-08-08 07:15,2025-08-08T05:15:00Z,DE-LU,86.68,PT15M
2025-09-01 23:15,2025-09-01T21:15:00Z,DE-LU,68.97,PT15M
2025-07-13 02:45,2025-07-13T00:45:00Z,DE-LU,42.68,PT15M
2025-05-13 21:00,2025-05-13T19:00:00Z,DE-LU,80.69,PT15M
2025-09-21 07:45,2025-09-21T05:45:00Z,DE-LU,81.54,PT15M
2025-02-12 13:45,2025-02-12T12:45:00Z,DE-LU,64.32,PT15M
2025-01-21 00:15,2025-01-20T23:15:00Z,DE-LU,111.99,PT15M
2025-07-07 18:15,2025-07-07T16:15:00Z,DE-LU,94.63,PT15M
2025-09-15 15:15,2025-09-15T13:15:00Z,DE-LU,58.38,PT15M
2025-02-03 23:15,2025-02-03T22:15:00Z,DE-LU,91.99,PT15M
2025-04-19 23:15,2025-04-19T21:15:00Z,DE-LU,72.67,PT15M
2025-07-23 19:15,2025-07-23T17:15:00Z,DE-LU,95.38,PT15M
2025-03-13 02:30,2025-03-13T01:30:00Z,DE-LU,67.04,PT15M
2025-03-13 21:30,2025-03-13T20:30:00Z,DE-LU,92.02,PT15M
2025-09-15 18:30,2025-09-15T16:30:00Z,DE-LU,104.27,PT15M
2025-08-25 22:45,2025-08-25T20:45:00Z,DE-LU,61.85,PT15M
2025-10-25 16:30,2025-10-25T14:30:00Z,DE-LU,86.31,PT15M
2025-12-11 06:30,2025-12-11T05:30:00Z,DE-LU,94.33,PT15M
2025-03-18 05:00,2025-03-18T04:00:00Z,DE-LU,74.47,PT15M
2025-03-10 03:15,2025-03-10T02:15:00Z,DE-LU,91.86,PT15M
2025-08-30 23:45,2025-08-30T21:45:00Z,DE-LU,64.87,PT15M
2025-01-01 02:15,2025-01-01T01:15:00Z,DE-LU,89.47,PT15M
2025-12-16 09:45,2025-12-16T08:45:00Z,DE-LU,90.5,PT15M
2025-09-26 06:15,2025-09-26T04:15:00Z,DE-LU,71.86,PT15M
2025-05-29 03:15,2025-05-29T01:15:00Z,DE-LU,56.8,PT15M
2025-01-05 05:30,2025-01-05T04:30:00Z,DE-LU,91.49,PT15M
2025-04-24 23:45,2025-04-24T21:45:00Z,DE-LU,96.11,PT15M
2025-08-27 10:45,2025-08-27T08:45:00Z,DE-LU,36.86,PT15M
2025-06-26 01:15,2025-06-25T23:15:00Z,DE-LU,56.45,PT15M
2025-12-28 23:30,2025-12-28T22:30:00Z,DE-LU,112.4,PT15M
2025-02-26 00:15,2025-02-25T23:15:00Z,DE-LU,92.8,PT15M
2025-01-17 06:30,2025-01-17T05:30:00Z,DE-LU,103.19,PT15M
2025-10-28 20:15,2025-10-28T19:15:00Z,DE-LU,118.54,PT15M
2025-05-08 09:30,2025-05-08T07:30:00Z,DE-LU,72.56,PT15M
2025-03-01 00:45,2025-02-28T23:45:00Z,DE-LU,83.3,PT15M
2025-04-11 12:30,2025-04-11T10:30:00Z,DE-LU,36.24,PT15M
2025-04-30 22:30,2025-04-30T20:30:00Z,DE-LU,79.09,PT15M
2025-05-31 20:15,2025-05-31T18:15:00Z,DE-LU,77.56,PT15M
2025-11-13 01:30,2025-11-13T00:30:00Z,DE-LU,87.93,PT15M
2025-10-23 04:30,2025-10-23T02:30:00Z,DE-LU,81.03,PT15M
2025-12-11 09:45,2025-12-11T08:45:00Z,DE-LU,111.44,PT15M
2025-03-30 17:00,2025-03-30T15:00:00Z,DE-LU,83.5,PT15M
2025-01-12 23:00,2025-01-12T22:00:00Z,DE-LU,105.06,PT15M
2025-08-23 14:15,2025-08-23T12:15:00Z,DE-LU,-4.7,PT15M
2025-01-14 16:00,2025-01-14T15:00:00Z,DE-LU,94.47,PT15M
2025-04-17 20:45,2025-04-17T18:45:00Z,DE-LU,99.28,PT15M
2025-11-29 06:30,2025-11-29T05:30:00Z,DE-LU,105.32,PT15M
2025-07-27 08:30,2025-07-27T06:30:00Z,DE-LU,72.14,PT15M
2025-08-27 17:30,2025-08-27T15:30:00Z,DE-LU,70.6,PT15M
2025-04-06 05:45,2025-04-06T03:45:00Z,DE-LU,56.84,PT15M
2025-01-09 15:00,2025-01-09T14:00:00Z,DE-LU,103.73,PT15M
2025-05-24 03:45,2025-05-24T01:45:00Z,DE-LU,66.86,PT15M
2025-07-28 08:00,2025-07-28T06:00:00Z,DE-LU,73.59,PT15M
2025-08-10 22:30,2025-08-10T20:30:00Z,DE-LU,31.18,PT15M
2025-01-27 16:30,2025-01-27T15:30:00Z,DE-LU,118.3,PT15M
2025-05-02 10:00,2025-05-02T08:00:00Z,DE-LU,63.65,PT15M
2025-02-14 09:30,2025-02-14T08:30:00Z,DE-LU,100.86,PT15M
2025-09-15 23:30,2025-09-15T21:30:00Z,DE-LU,83.6,PT15M
2025-09-29 01:00,2025-09-28T23:00:00Z,DE-LU,67.74,PT15M
2025-12-30 23:30,2025-12-30T22:30:00Z,DE-LU,107.04,PT15M
2025-10-04 20:30,2025-10-04T18:30:00Z,DE-LU,96.14,PT15M
2025-12-30 02:45,2025-12-30T01:45:00Z,DE-LU,100.37,PT15M
2025-04-14 16:15,2025-04-14T14:15:00Z,DE-LU,73.15,PT15M
2025-02-28 22:45,2025-02-28T21:45:00Z,DE-LU,98.91,PT15M
2025-01-23 14:15,2025-01-23T13:15:00Z,DE-LU,80.38,PT15M
2025-09-14 06:30,2025-09-14T04:30:00Z,DE-LU,72.3,PT15M
2025-10-17 14:30,2025-10-17T12:30:00Z,DE-LU,45.51,PT15M
2025-03-23 02:45,2025-03-23T01:45:00Z,DE-LU,78.54,PT15M
2025-06-28 18:30,2025-06-28T16:30:00Z,DE-LU,81.69,PT15M
2025-01-31 12:45,2025-01-31T11:45:00Z,DE-LU,89.44,PT15M
2025-05-03 11:30,2025-05-03T09:30:00Z,DE-LU,-94.8,PT15M
2025-02-11 23:15,2025-02-11T22:15:00Z,DE-LU,102.83,PT15M
2025-10-27 12:45,2025-10-27T11:45:00Z,DE-LU,56.31,PT15M
2025-12-31 21:30,2025-12-31T20:30:00Z,DE-LU,101.73,PT15M
2025-11-10 10:15,2025-11-10T09:15:00Z,DE-LU,100.55,PT15M
2025-06-24 20:00,2025-06-24T18:00:00Z,DE-LU,86.79,PT15M
2025-08-12 17:45,2025-08-12T15:45:00Z,DE-LU,87.53,PT15M
2025-12-19 07:45,2025-12-19T06:45:00Z,DE-LU,120.67,PT15M
2025-03-25 18:45,2025-03-25T17:45:00Z,DE-LU,105.86,PT15M
2025-12-10 13:00,2025-12-10T12:00:00Z,DE-LU,91.0,PT15M
2025-03-04 08:45,2025-03-04T07:45:00Z,DE-LU,106.66,PT15M
2025-03-02 12:15,2025-03-02T11:15:00Z,DE-LU,57.22,PT15M
2025-09-05 15:00,2025-09-05T13:00:00Z,DE-LU,63.45,PT15M
2025-07-03 04:15,2025-07-03T02:15:00Z,DE-LU,65.07,PT15M
2025-04-27 07:45,2025-04-27T05:45:00Z,DE-LU,98.48,PT15M
2025-12-29 06:15,2025-12-29T05:15:00Z,DE-LU,104.86,PT15M
2025-09-06 19:15,2025-09-06T17:15:00Z,DE-LU,87.9,PT15M
2025-09-05 11:00,2025-09-05T09:00:00Z,DE-LU,42.0,PT15M
2025-03-15 17:15,2025-03-15T16:15:00Z,DE-LU,93.62,PT15M
2025-10-03 22:15,2025-10-03T20:15:00Z,DE-LU,77.43,PT15M
2025-01-13 00:45,2025-01-12T23:45:00Z,DE-LU,102.75,PT15M
2025-02-24 10:00,2025-02-24T09:00:00Z,DE-LU,105.79,PT15M
2025-07-19 02:30,2025-07-19T00:30:00Z,DE-LU,42.24,PT15M
2025-05-23 12:30,2025-05-23T10:30:00Z,DE-LU,25.36,PT15M
2025-02-05 22:30,2025-02-05T21:30:00Z,DE-LU,87.96,PT15M
2025-05-30 16:15,2025-05-30T14:15:00Z,DE-LU,46.47,PT15M
2025-03-12 07:15,2025-03-12T06:15:00Z,DE-LU,106.01,PT15M
2025-06-08 04:15,2025-06-08T02:15:00Z,DE-LU,58.68,PT15M
2025-09-04 00:00,2025-09-03T22:00:00Z,DE-LU,87.29,PT15M
2025-01-26 03:45,2025-01-26T02:45:00Z,DE-LU,99.16,PT15M
2025-08-30 17:45,2025-08-30T15:45:00Z,DE-LU,84.98,PT15M
2025-03-20 05:30,2025-03-20T04:30:00Z,DE-LU,97.13,PT15M
2025-09-02 17:45,2025-09-02T15:45:00Z,DE-LU,99.74,PT15M
2025-03-16 12:00,2025-03-16T11:00:00Z,DE-LU,71.03,PT15M
2025-12-04 13:45,2025-12-04T12:45:00Z,DE-LU,63.5,PT15M
2025-06-20 09:45,2025-06-20T07:45:00Z,DE-LU,46.08,PT15M
2025-02-19 10:45,2025-02-19T09:45:00Z,DE-LU,277.36,PT15M
2025-12-28 07:30,2025-12-28T06:30:00Z,DE-LU,119.47,PT15M
2025-03-13 08:00,2025-03-13T07:00:00Z,DE-LU,84.52,PT15M
2025-02-13 23:15,2025-02-13T22:15:00Z,DE-LU,105.71,PT15M
2025-02-20 03:00,2025-02-20T02:00:00Z,DE-LU,90.91,PT15M
2025-02-15 06:30,2025-02-15T05:30:00Z,DE-LU,89.53,PT15M
2025-02-17 18:30,2025-02-17T17:30:00Z,DE-LU,139.36,PT15M
2025-07-23 00:30,2025-07-22T22:30:00Z,DE-LU,78.17,PT15M
2025-03-24 06:00,2025-03-24T05:00:00Z,DE-LU,77.83,PT15M
2025-01-11 15:00,2025-01-11T14:00:00Z,DE-LU,86.42,PT15M
2025-10-11 22:00,2025-10-11T20:00:00Z,DE-LU,83.2,PT15M
2025-12-29 13:30,2025-12-29T12:30:00Z,DE-LU,82.73,PT15M
2025-04-07 04:45,2025-04-07T02:45:00Z,DE-LU,78.91,PT15M
2025-04-12 07:45,2025-04-12T05:45:00Z,DE-LU,100.79,PT15M
2025-03-02 22:30,2025-03-02T21:30:00Z,DE-LU,97.79,PT15M
2025-02-02 13:00,2025-02-02T12:00:00Z,DE-LU,74.01,PT15M
2025-06-04 14:15,2025-06-04T12:15:00Z,DE-LU,23.64,PT15M
2025-10-10 02:45,2025-10-10T00:45:00Z,DE-LU,75.62,PT15M
2025-05-08 15:30,2025-05-08T13:30:00Z,DE-LU,62.52,PT15M
2025-01-03 03:30,2025-01-03T02:30:00Z,DE-LU,87.84,PT15M
2025-05-24 03:15,2025-05-24T01:15:00Z,DE-LU,41.74,PT15M
2025-11-04 21:00,2025-11-04T20:00:00Z,DE-LU,97.41,PT15M
2025-10-15 18:00,2025-10-15T16:00:00Z,DE-LU,105.81,PT15M
2025-05-05 01:45,2025-05-04T23:45:00Z,DE-LU,51.4,PT15M
2025-10-30 17:15,2025-10-30T16:15:00Z,DE-LU,102.53,PT15M
2025-09-21 23:15,2025-09-21T21:15:00Z,DE-LU,79.07,PT15M
2025-09-11 01:15,2025-09-10T23:15:00Z,DE-LU,68.54,PT15M
2025-05-07 14:30,2025-05-07T12:30:00Z,DE-LU,37.23,PT15M
2025-05-01 09:45,2025-05-01T07:45:00Z,DE-LU,59.71,PT15M
2025-09-24 00:30,2025-09-23T22:30:00Z,DE-LU,64.64,PT15M
2025-12-02 05:45,2025-12-02T04:45:00Z,DE-LU,113.81,PT15M
2025-03-29 06:15,2025-03-29T05:15:00Z,DE-LU,77.65,PT15M
2025-01-04 01:45,2025-01-04T00:45:00Z,DE-LU,91.76,PT15M
2025-09-21 13:15,2025-09-21T11:15:00Z,DE-LU,28.8,PT15M
2025-10-28 23:00,2025-10-28T22:00:00Z,DE-LU,68.59,PT15M
2025-12-08 16:30,2025-12-08T15:30:00Z,DE-LU,95.83,PT15M
2025-10-19 12:30,2025-10-19T10:30:00Z,DE-LU,47.24,PT15M
2025-12-23 11:15,2025-12-23T10:15:00Z,DE-LU,75.35,PT15M
2025-06-14 20:45,2025-06-14T18:45:00Z,DE-LU,81.31,PT15M
2025-10-29 08:15,2025-10-29T07:15:00Z,DE-LU,114.57,PT15M
2025-10-11 13:15,2025-10-11T11:15:00Z,DE-LU,32.32,PT15M
2025-03-30 00:30,2025-03-29T23:30:00Z,DE-LU,85.94,PT15M
2025-01-25 03:00,2025-01-25T02:00:00Z,DE-LU,83.86,PT15M
2025-08-17 19:00,2025-08-17T17:00:00Z,DE-LU,92.57,PT15M
2025-05-01 04:45,2025-05-01T02:45:00Z,DE-LU,86.7,PT15M
2025-04-15 07:45,2025-04-15T05:45:00Z,DE-LU,99.11,PT15M
2025-01-28 16:30,2025-01-28T15:30:00Z,DE-LU,103.86,PT15M
2025-07-15 23:30,2025-07-15T21:30:00Z,DE-LU,59.12,PT15M
2025-05-06 04:15,2025-05-06T02:15:00Z,DE-LU,40.48,PT15M
2025-02-25 11:15,2025-02-25T10:15:00Z,DE-LU,99.3,PT15M
2025-01-12 05:30,2025-01-12T04:30:00Z,DE-LU,87.11,PT15M
2025-09-13 21:45,2025-09-13T19:45:00Z,DE-LU,66.11,PT15M
2025-04-14 12:45,2025-04-14T10:45:00Z,DE-LU,47.28,PT15M
2025-08-16 14:00,2025-08-16T12:00:00Z,DE-LU,-56.03,PT15M
2025-11-25 03:00,2025-11-25T02:00:00Z,DE-LU,82.66,PT15M
2025-01-31 17:45,2025-01-31T16:45:00Z,DE-LU,133.21,PT15M
2025-11-13 08:00,2025-11-13T07:00:00Z,DE-LU,111.9,PT15M
2025-04-11 01:30,2025-04-10T23:30:00Z,DE-LU,85.93,PT15M
2025-07-25 16:00,2025-07-25T14:00:00Z,DE-LU,64.14,PT15M
2025-10-25 11:00,2025-10-25T09:00:00Z,DE-LU,77.78,PT15M
2025-08-11 04:30,2025-08-11T02:30:00Z,DE-LU,38.97,PT15M
2025-03-07 23:15,2025-03-07T22:15:00Z,DE-LU,77.82,PT15M
2025-12-11 01:30,2025-12-11T00:30:00Z,DE-LU,117.0,PT15M
2025-09-30 04:45,2025-09-30T02:45:00Z,DE-LU,74.08,PT15M
2025-11-10 21:45,2025-11-10T20:45:00Z,DE-LU,108.13,PT15M
2025-06-12 04:00,2025-06-12T02:00:00Z,DE-LU,41.37,PT15M
2025-10-10 15:00,2025-10-10T13:00:00Z,DE-LU,79.02,PT15M
2025-12-25 21:45,2025-12-25T20:45:00Z,DE-LU,96.35,PT15M
2025-02-16 01:15,2025-02-16T00:15:00Z,DE-LU,94.52,PT15M
2025-03-20 20:30,2025-03-20T19:30:00Z,DE-LU,85.5,PT15M
2025-08-27 16:15,2025-08-27T14:15:00Z,DE-LU,56.54,PT15M
2025-08-23 22:15,2025-08-23T20:15:00Z,DE-LU,48.23,PT15M
2025-04-17 10:00,2025-04-17T08:00:00Z,DE-LU,72.57,PT15M
2025-04-20 00:15,2025-04-19T22:15:00Z,DE-LU,63.51,PT15M
2025-12-28 01:30,2025-12-28T00:30:00Z,DE-LU,91.43,PT15M
2025-06-01 14:15,2025-06-01T12:15:00Z,DE-LU,37.92,PT15M
2025-10-12 22:00,2025-10-12T20:00:00Z,DE-LU,75.01,PT15M
2025-11-24 10:00,2025-11-24T09:00:00Z,DE-LU,76.83,PT15M
2025-06-25 04:45,2025-06-25T02:45:00Z,DE-LU,46.67,PT15M
2025-10-18 05:15,2025-10-18T03:15:00Z,DE-LU,77.78,PT15M
2025-04-01 21:00,2025-04-01T19:00:00Z,DE-LU,83.74,PT15M
2025-12-11 01:00,2025-12-11T00:00:00Z,DE-LU,95.38,PT15M
2025-10-28 13:15,2025-10-28T12:15:00Z,DE-LU,66.97,PT15M
2025-09-18 13:15,2025-09-18T11:15:00Z,DE-LU,49.58,PT15M
2025-05-06 19:30,2025-05-06T17:30:00Z,DE-LU,115.64,PT15M
2025-12-08 03:00,2025-12-08T02:00:00Z,DE-LU,102.61,PT15M
2025-12-11 10:00,2025-12-11T09:00:00Z,DE-LU,109.54,PT15M
2025-03-20 00:00,2025-03-19T23:00:00Z,DE-LU,87.19,PT15M
2025-10-01 17:30,2025-10-01T15:30:00Z,DE-LU,85.56,PT15M
2025-12-17 18:15,2025-12-17T17:15:00Z,DE-LU,132.17,PT15M
2025-01-10 18:30,2025-01-10T17:30:00Z,DE-LU,148.03,PT15M
2025-04-28 05:45,2025-04-28T03:45:00Z,DE-LU,86.13,PT15M
2025-01-03 21:45,2025-01-03T20:45:00Z,DE-LU,110.72,PT15M
2025-09-30 08:15,2025-09-30T06:15:00Z,DE-LU,77.81,PT15M
2025-11-22 18:00,2025-11-22T17:00:00Z,DE-LU,97.89,PT15M
2025-03-10 15:30,2025-03-10T14:30:00Z,DE-LU,88.29,PT15M
2025-09-14 11:15,2025-09-14T09:15:00Z,DE-LU,-68.21,PT15M
2025-05-25 04:45,2025-05-25T02:45:00Z,DE-LU,47.01,PT15M
2025-07-22 09:45,2025-07-22T07:45:00Z,DE-LU,45.99,PT15M
2025-05-20 05:45,2025-05-20T03:45:00Z,DE-LU,69.48,PT15M
2025-06-03 02:15,2025-06-03T00:15:00Z,DE-LU,76.37,PT15M
2025-04-06 12:00,2025-04-06T10:00:00Z,DE-LU,61.88,PT15M
2025-11-03 21:30,2025-11-03T20:30:00Z,DE-LU,108.93,PT15M
2025-06-23 09:00,2025-06-23T07:00:00Z,DE-LU,68.91,PT15M
2025-03-28 09:00,2025-03-28T08:00:00Z,DE-LU,94.96,PT15M
2025-08-23 15:30,2025-08-23T13:30:00Z,DE-LU,38.31,PT15M
2025-01-17 01:30,2025-01-17T00:30:00Z,DE-LU,101.98,PT15M
2025-08-11 17:45,2025-08-11T15:45:00Z,DE-LU,81.68,PT15M
2025-04-27 13:15,2025-04-27T11:15:00Z,DE-LU,-3.98,PT15M
2025-12-13 08:45,2025-12-13T07:45:00Z,DE-LU,101.02,PT15M
2025-04-29 18:00,2025-04-29T16:00:00Z,DE-LU,107.22,PT15M
2025-10-09 15:45,2025-10-09T13:45:00Z,DE-LU,65.07,PT15M
2025-09-03 06:00,2025-09-03T04:00:00Z,DE-LU,66.49,PT15M
2025-04-10 15:00,2025-04-10T13:00:00Z,DE-LU,64.52,PT15M
2025-01-24 22:00,2025-01-24T21:00:00Z,DE-LU,130.71,PT15M
2025-02-22 22:00,2025-02-22T21:00:00Z,DE-LU,82.8,PT15M
2025-06-26 21:00,2025-06-26T19:00:00Z,DE-LU,75.16,PT15M
2025-12-16 01:45,2025-12-16T00:45:00Z,DE-LU,101.72,PT15M
2025-02-22 23:15,2025-02-22T22:15:00Z,DE-LU,101.86,PT15M
2025-01-11 11:00,2025-01-11T10:00:00Z,DE-LU,83.43,PT15M
2025-03-31 13:30,2025-03-31T11:30:00Z,DE-LU,54.5,PT15M
2025-07-04 20:00,2025-07-04T18:00:00Z,DE-LU,95.42,PT15M
2025-09-10 13:30,2025-09-10T11:30:00Z,DE-LU,40.41,PT15M
2025-06-03 05:45,2025-06-03T03:45:00Z,DE-LU,66.08,PT15M
2025-10-07 08:45,2025-10-07T06:45:00Z,DE-LU,83.67,PT15M
2025-12-17 07:30,2025-12-17T06:30:00Z,DE-LU,141.04,PT15M
2025-10-02 01:30,2025-10-01T23:30:00Z,DE-LU,68.21,PT15M
2025-06-13 20:15,2025-06-13T18:15:00Z,DE-LU,75.59,PT15M
2025-04-11 20:45,2025-04-11T18:45:00Z,DE-LU,110.94,PT15M
2025-05-20 10:00,2025-05-20T08:00:00Z,DE-LU,62.48,PT15M
2025-10-19 12:00,2025-10-19T10:00:00Z,DE-LU,31.41,PT15M
