malo_id,interval_start_local,value,unit,status,source
02378447181,2025-02-19 16:15,0.9914,KWH,V,MSCONS
64853594978,2025-04-22 20:30,0.12,KWH,V,MSCONS
13733263538,2025-02-10 08:00,0.774,KWH,V,MSCONS
70348049725,2025-04-22 02:30,0.0408,KWH,V,MSCONS
04014447556,2025-04-28 19:30,"0,1538",KWH,V,MSCONS
52784051030,2025-04-19 15:00,0.07,KWH,V,MSCONS
58143754480,2025-04-23 15:00,0.064,KWH,V,MSCONS
49114475696,2025-04-27 04:30,0.3674,KWH,V,MSCONS
58143754480,29.03.2025 04:00,0.0581,KWH,E,MSCONS
19554292257,2025-03-13 18:00,0.83,KWH,V,MSCONS
65400074314,2025-03-18 10:30,0.0783,KWH,V,MSCONS
64853594978,2025-02-28 21:00,0.1018,KWH,V,MSCONS
07412179067,04.04.2025 05:45,0.9071,KWH,V,MSCONS
15096034392,2025-03-28 17:45,1.0823,KWH,V,MSCONS
55457754991,2025-04-11 04:45,0.2037,KW,V,MSCONS
70348049725,2025-03-23 19:15,0.1987,KWH,E,MSCONS
53850487964,2025-03-15 17:45,0.4613,KW,V,MSCONS
70348049725,2025-03-31 11:45,0.066,KWH,V,MSCONS
94391268065,2025-04-10 23:15,0.053,KWH,V,MSCONS
61804172126,2025-04-29 10:30,0.2877,KWH,V,MSCONS
65720280897,2025-04-02 22:00,0.7132,KWH,V,MSCONS
04014447556,2025-03-02 01:15,0.0836,KWH,V,MSCONS
59028472520,06.04.2025 14:00,0.0575,KWH,V,MSCONS
49114475696,2025-02-15 06:00,1.2754,KWH,V,MSCONS
52784051030,2025-04-29 09:15,0.071,KWH,V,MSCONS
02378447181,2025-04-14 04:30,0.8178,KWH,V,MSCONS
65720280897,2025-02-01 09:45,0.4403,KWH,V,MSCONS
50096239004,2025-03-09 08:45,0.3859,KWH,V,MSCONS
52784051030,2025-04-13 22:45,0.0769,KWH,V,MSCONS
61804172126,2025-02-09 18:15,1.6725,KWH,V,MSCONS
17417694597,2025-04-10 11:45,0.5809,KWH,V,MSCONS
17417694597,2025-04-19 04:45,0.6943,KWH,V,MSCONS
91797430928,14.04.2025 10:45,0.3105,KWH,V,MSCONS
38141832343,2025-02-20 17:15,0.972,KWH,V,MSCONS
02060690718,2025-02-27 12:00,0.7292,KWH,V,MSCONS
70348049725,2025-04-08 18:00,0.1151,KWH,V,MSCONS
49114475696,2025-02-11 04:00,1.1051,KWH,V,MSCONS
70348049725,04.03.2025 22:45,"0,0579",KWH,V,MSCONS
50096239004,2025-02-27 21:30,0.6981,KWH,V,MSCONS
19754516392,11.02.2025 08:00,0.7274,KWH,V,MSCONS
07412179067,2025-02-24 19:15,1.257,KWH,V,MSCONS
64853594978,23.03.2025 19:30,"0,1806",KWH,V,MSCONS
17417694597,2025-04-27 21:00,0.7357,KWH,V,MSCONS
02378447181,2025-04-15 17:00,0.8534,KWH,V,MSCONS
07412179067,2025-02-17 07:00,1.1356,KWH,V,MSCONS
69410910768,2025-02-19 08:30,0.7317,KWH,V,MSCONS
02378447181,2025-04-01 09:30,0.5474,KWH,V,MSCONS
49114475696,2025-03-18 10:30,0.6319,KWH,V,MSCONS
38141832343,2025-03-20 16:00,0.5403,KWH,V,MSCONS
59028472520,2025-04-28 04:00,0.0393,KWH,V,MSCONS
17417694597,2025-04-26 12:45,0.2655,KWH,V,MSCONS
65400074314,2025-02-05 23:15,0.0785,KWH,V,MSCONS
55457754991,2025-04-22 00:00,"0,1399",KW,V,MSCONS
51451020772,2025-02-17 20:45,1.107,KWH,V,MSCONS
15096034392,2025-04-21 19:45,0.8425,KWH,V,MSCONS
45855425961,2025-03-02 07:30,0.9045,KWH,V,MSCONS
83482028030,2025-04-12 06:45,0.0921,KWH,V,MSCONS
13733263538,2025-03-28 05:30,"0,953",KWH,V,MSCONS
45855425961,2025-04-23 02:00,0.2918,KWH,V,MSCONS
65720280897,2025-03-03 22:45,"0,7128",KWH,V,MSCONS
94391268065,2025-03-11 02:45,0.0617,KWH,V,MSCONS
66586652381,2025-03-07 09:00,0.4445,KWH,V,MSCONS
65720280897,18.03.2025 17:00,0.6781,KWH,E,MSCONS
02060690718,2025-03-07 07:30,"1,4328",KWH,V,MSCONS
15096034392,2025-04-16 17:00,0.8165,KWH,V,MSCONS
02378447181,2025-02-06 02:45,0.9508,KWH,V,MSCONS
55457754991,2025-04-12 01:45,0.1743,KW,V,MSCONS
19554292257,2025-04-07 22:00,0.7693,KWH,V,MSCONS
65400074314,2025-04-16 04:00,0.0416,KWH,V,MSCONS
53850487964,2025-03-06 14:45,0.2943,KW,V,MSCONS
52784051030,2025-04-08 10:15,0.0647,KWH,V,MSCONS
61804172126,2025-02-03 18:15,1.5979,KWH,V,MSCONS
38141832343,2025-04-16 09:15,0.5281,KWH,V,MSCONS
45855425961,2025-03-16 22:15,0.7198,KWH,E,MSCONS
83482028030,2025-02-17 06:15,0.0827,KWH,V,MSCONS
52784051030,2025-04-30 21:30,0.0954,KWH,V,MSCONS
50096239004,2025-04-29 21:15,0.4088,KWH,V,MSCONS
51451020772,2025-02-08 20:15,1.4118,KWH,V,MSCONS
38141832343,26.02.2025 22:45,3.3604,KWH,V,MSCONS
07412179067,2025-03-19 01:00,0.8295,KWH,V,MSCONS
59028472520,30.03.2025 14:45,0.0575,KWH,V,MSCONS
19754516392,2025-04-30 10:30,0.3048,KWH,V,MSCONS
49114475696,2025-04-05 10:00,0.6299,KWH,V,MSCONS
13733263538,2025-02-12 06:00,1.0124,KWH,V,MSCONS
65720280897,2025-04-10 16:30,0.7124,KWH,V,MSCONS
19754516392,25.04.2025 00:30,0.3677,KWH,V,MSCONS
52784051030,2025-04-16 23:45,0.0578,KWH,V,MSCONS
48126289103,2025-03-16 14:45,0.2998,KW,V,MSCONS
50096239004,2025-02-21 16:30,0.6932,KWH,V,MSCONS
69410910768,2025-03-14 19:30,1.5254,KWH,V,MSCONS
07412179067,2025-02-21 21:15,1.0523,KWH,V,MSCONS
02378447181,2025-04-05 12:45,0.5758,KWH,V,MSCONS
49114475696,2025-02-12 08:30,0.8461,KWH,V,MSCONS
64853594978,2025-03-08 16:30,0.0872,KWH,V,MSCONS
49114475696,2025-03-31 17:45,"1,3663",KWH,V,MSCONS
69410910768,27.02.2025 08:00,0.9342,KWH,V,MSCONS
65400074314,2025-02-06 09:00,"0,1018",KWH,V,MSCONS
69410910768,2025-04-01 05:15,1.0274,KWH,V,MSCONS
83482028030,2025-03-01 18:00,0.1596,KWH,V,MSCONS
45855425961,2025-03-05 01:30,0.6773,KWH,V,MSCONS
61804172126,2025-04-17 17:45,1.0713,KWH,V,MSCONS
65720280897,2025-04-13 08:45,0.497,KWH,V,MSCONS
83482028030,2025-04-09 02:45,"0,0384",KWH,V,MSCONS
94391268065,2025-02-05 17:30,0.0792,KWH,V,MSCONS
49114475696,2025-04-24 04:15,"0,466",KWH,V,MSCONS
59028472520,2025-02-11 07:30,0.146,KWH,V,MSCONS
65720280897,2025-04-23 19:00,0.583,KWH,V,MSCONS
69410910768,27.02.2025 14:30,0.6118,KWH,V,MSCONS
02378447181,2025-02-02 22:00,1.0949,KWH,V,MSCONS
61804172126,2025-02-22 13:15,0.7526,KWH,V,MSCONS
45855425961,2025-04-19 23:45,0.4438,KWH,V,MSCONS
59028472520,01.03.2025 00:00,0.0527,KWH,V,MSCONS
02060690718,19.02.2025 00:30,1.1572,KWH,V,MSCONS
48126289103,2025-03-25 07:00,"0,6188",KW,V,MSCONS
48126289103,2025-03-13 18:45,0.757,KW,V,MSCONS
19554292257,2025-04-17 02:30,0.5085,KWH,V,MSCONS
83482028030,2025-02-17 14:15,0.0571,KWH,V,MSCONS
38141832343,2025-04-24 18:45,0.6788,KWH,V,MSCONS
64853594978,2025-03-29 21:15,0.1207,KWH,V,MSCONS
52784051030,2025-03-31 04:30,0.0491,KWH,V,MSCONS
02060690718,2025-04-05 09:00,0.8037,KWH,V,MSCONS
53850487964,20.03.2025 12:00,"0,2244",KW,V,MSCONS
17417694597,2025-03-04 01:15,1.0379,KWH,V,MSCONS
51451020772,2025-04-08 12:15,0.5668,KWH,V,MSCONS
19754516392,2025-02-19 03:15,1.0213,KWH,V,MSCONS
17417694597,2025-03-09 00:00,1.0234,KWH,V,MSCONS
58143754480,2025-02-17 08:30,0.1187,KWH,V,MSCONS
13733263538,2025-03-30 12:15,0.5,KWH,V,MSCONS
55457754991,2025-04-16 23:00,0.1564,KW,V,MSCONS
49114475696,05.04.2025 07:45,1.2638,KWH,V,MSCONS
61804172126,2025-02-24 23:15,"1,2244",KWH,V,MSCONS
15096034392,2025-02-19 20:30,1.2937,KWH,V,MSCONS
94391268065,2025-04-18 18:30,0.1211,KWH,V,MSCONS
04014447556,2025-04-06 03:45,0.0639,KWH,V,MSCONS
38141832343,2025-02-03 12:45,0.5485,KWH,V,MSCONS
91797430928,2025-02-04 11:15,0.4811,KWH,V,MSCONS
38141832343,2025-03-27 20:30,1.0464,KWH,V,MSCONS
91797430928,2025-02-26 09:45,0.376,KWH,V,MSCONS
04014447556,23.04.2025 02:15,0.0715,KWH,V,MSCONS
13733263538,2025-04-14 00:15,0.7378,KWH,V,MSCONS
64853594978,2025-04-10 20:15,0.16,KWH,V,MSCONS
83482028030,2025-04-23 05:15,0.0492,KWH,V,MSCONS
04014447556,2025-04-16 03:30,0.047,KWH,V,MSCONS
69410910768,2025-04-22 03:45,0.5603,KWH,V,MSCONS
58143754480,2025-04-20 16:30,0.1048,KWH,V,MSCONS
53850487964,2025-03-13 16:30,0.2269,KW,V,MSCONS
50096239004,2025-04-29 01:00,"0,23",KWH,V,MSCONS
61804172126,2025-02-15 11:15,0.6694,KWH,V,MSCONS
94391268065,07.04.2025 11:30,0.0437,KWH,V,MSCONS
64853594978,2025-02-25 16:45,0.0731,KWH,V,MSCONS
64853594978,2025-02-06 01:30,0.0488,KWH,V,MSCONS
91797430928,2025-02-18 21:45,0.8496,KWH,V,MSCONS
15096034392,2025-04-07 20:45,1.127,KWH,V,MSCONS
02378447181,2025-03-26 06:30,1.0334,KWH,V,MSCONS
45855425961,2025-04-14 04:00,0.5621,KWH,V,MSCONS
65400074314,2025-02-04 20:15,0.1265,KWH,V,MSCONS
69410910768,2025-02-24 13:45,0.5737,KWH,V,MSCONS
69410910768,2025-02-06 10:30,0.777,KWH,V,MSCONS
07412179067,2025-03-04 22:30,0.8456,KWH,V,MSCONS
94391268065,2025-04-13 17:45,"0,1054",KWH,V,MSCONS
02378447181,2025-04-29 12:30,"0,2769",KWH,V,MSCONS
02378447181,2025-02-14 20:45,1.3424,KWH,V,MSCONS
52784051030,2025-02-06 00:30,"0,0511",KWH,V,MSCONS
52784051030,2025-02-17 11:45,0.0643,KWH,V,MSCONS
94391268065,2025-04-22 10:30,0.0454,KWH,V,MSCONS
59028472520,07.02.2025 20:15,0.1846,KWH,V,MSCONS
65400074314,2025-03-15 23:45,0.0564,KWH,V,MSCONS
94391268065,2025-03-01 11:30,0.0609,KWH,V,MSCONS
19754516392,2025-03-30 21:00,1.2876,KWH,V,MSCONS
55457754991,2025-02-25 11:30,0.2289,KW,V,MSCONS
07412179067,2025-04-21 15:30,0.2943,KWH,V,MSCONS
65720280897,2025-02-19 04:15,0.6639,KWH,V,MSCONS
83482028030,2025-02-06 21:30,0.1086,KWH,V,MSCONS
19554292257,2025-02-24 16:00,0.4182,KWH,V,MSCONS
69410910768,2025-04-30 18:30,0.6547,KWH,V,MSCONS
19754516392,2025-03-04 18:45,1.2937,KWH,V,MSCONS
65720280897,2025-03-02 07:00,"0,8428",KWH,V,MSCONS
49114475696,2025-03-19 21:45,"1,3467",KWH,V,MSCONS
83482028030,2025-03-06 07:00,0.1179,KWH,V,MSCONS
65720280897,2025-02-03 09:15,0.5138,KWH,E,MSCONS
64853594978,2025-04-18 01:45,0.0359,KWH,V,MSCONS
55457754991,2025-04-18 15:45,0.1902,KW,V,MSCONS
70348049725,2025-03-20 12:15,"0,0834",KWH,V,MSCONS
49114475696,2025-02-20 07:45,1.4789,KWH,V,MSCONS
48126289103,2025-03-01 22:30,0.4321,KW,V,MSCONS
69410910768,2025-04-09 19:00,1.3938,KWH,V,MSCONS
50096239004,2025-04-27 10:30,0.1636,KWH,V,MSCONS
61804172126,2025-04-17 07:30,"1,0363",KWH,V,MSCONS
94391268065,02.03.2025 05:00,0.0608,KWH,V,MSCONS
65720280897,2025-02-04 16:00,0.4144,KWH,V,MSCONS
64853594978,2025-03-12 08:30,0.1047,KWH,V,MSCONS
04014447556,2025-04-26 19:15,0.1329,KWH,V,MSCONS
55457754991,2025-03-10 15:30,0.1959,KW,V,MSCONS
59028472520,2025-02-19 06:45,0.098,KWH,,MSCONS
94391268065,2025-04-13 16:15,0.0559,KWH,V,MSCONS
13733263538,2025-04-07 03:00,0.8476,KWH,V,MSCONS
55457754991,2025-03-30 22:15,0.2872,KW,V,MSCONS
69410910768,03.04.2025 14:30,0.5697,KWH,V,MSCONS
19754516392,2025-04-05 18:00,1.2334,KWH,V,MSCONS
51451020772,2025-03-01 02:00,1.0475,KWH,V,MSCONS
69410910768,2025-02-06 10:45,0.5953,KWH,V,MSCONS
53850487964,2025-03-22 13:45,0.1835,KW,V,MSCONS
61804172126,2025-03-26 22:45,1.1765,KWH,V,MSCONS
91797430928,2025-02-17 01:30,0.6328,KWH,V,MSCONS
45855425961,2025-04-07 20:00,0.87,KWH,V,MSCONS
38141832343,2025-03-12 05:00,0.9315,KWH,V,MSCONS
19554292257,2025-02-01 16:15,0.7574,KWH,V,MSCONS
69410910768,2025-03-27 05:30,1.0921,KWH,V,MSCONS
66586652381,2025-02-22 00:30,0.7602,KWH,V,MSCONS
45855425961,2025-02-04 04:00,0.6703,KWH,V,MSCONS
52784051030,2025-02-22 02:15,0.0583,KWH,V,MSCONS
17417694597,2025-02-04 11:30,0.6197,KWH,V,MSCONS
49114475696,2025-02-28 01:00,1.1326,KWH,V,MSCONS
52784051030,2025-04-25 16:15,"0,0511",KWH,V,MSCONS
91797430928,2025-04-05 02:30,0.6525,KWH,V,MSCONS
70348049725,2025-02-24 10:00,0.063,KWH,V,MSCONS
50096239004,2025-04-06 15:30,0.331,KWH,V,MSCONS
02378447181,2025-03-29 04:15,"0,9424",KWH,V,MSCONS
51451020772,2025-02-26 00:15,1.032,KWH,V,MSCONS
53850487964,2025-04-16 02:30,0.1217,KW,V,MSCONS
91797430928,2025-02-18 18:45,0.9838,KWH,V,MSCONS
19754516392,2025-04-28 10:30,0.2475,KWH,V,MSCONS
51451020772,2025-04-26 23:30,0.4007,KWH,V,MSCONS
65720280897,2025-03-06 19:30,0.9113,KWH,V,MSCONS
51451020772,2025-03-07 04:00,1.0167,KWH,V,MSCONS
66586652381,2025-03-29 17:15,0.8325,KWH,V,MSCONS
02378447181,2025-04-15 10:00,0.551,KWH,V,MSCONS
51451020772,2025-04-03 17:15,1.1536,KWH,V,MSCONS
66586652381,2025-04-01 22:15,0.7402,KWH,,MSCONS
17417694597,2025-02-25 09:15,0.7081,KWH,V,MSCONS
49114475696,21.03.2025 05:45,1.1841,KWH,V,MSCONS
38141832343,2025-02-20 21:30,1.1092,KWH,V,MSCONS
66586652381,26.03.2025 20:00,0.9453,KWH,V,MSCONS
02060690718,2025-04-14 04:45,0.9896,KWH,V,MSCONS
69410910768,2025-04-27 21:45,"0,6417",KWH,V,MSCONS
02378447181,2025-04-16 01:15,0.7235,KWH,V,MSCONS
13733263538,2025-03-15 20:15,1.2332,KWH,V,MSCONS
94391268065,2025-02-12 00:30,0.0356,KWH,V,MSCONS
49114475696,2025-02-02 15:15,0.6589,KWH,V,MSCONS
65400074314,2025-02-08 09:45,0.0876,KWH,V,MSCONS
65400074314,2025-04-21 16:45,0.0557,KWH,V,MSCONS
02060690718,2025-03-06 01:30,1.1075,KWH,V,MSCONS
13733263538,2025-03-03 16:30,0.9722,KWH,V,MSCONS
52784051030,2025-03-02 15:45,0.0632,KWH,V,MSCONS
19554292257,2025-03-11 06:00,"0,7708",KWH,V,MSCONS
50096239004,2025-04-09 18:45,0.7924,KWH,V,MSCONS
49114475696,2025-04-28 03:30,0.4318,KWH,V,MSCONS
69410910768,2025-02-17 11:15,0.6534,KWH,V,MSCONS
61804172126,2025-03-02 23:45,1.1405,KWH,V,MSCONS
52784051030,2025-02-18 14:15,0.0692,KWH,V,MSCONS
49114475696,2025-03-06 02:00,"3,292",KWH,V,MSCONS
02378447181,2025-04-19 10:45,0.448,KWH,V,MSCONS
91797430928,2025-02-17 14:45,0.4004,KWH,,MSCONS
07412179067,13.04.2025 17:00,0.8772,KWH,V,MSCONS
53850487964,2025-04-27 16:00,0.1451,KW,V,MSCONS
59028472520,2025-04-05 02:30,0.0376,KWH,V,MSCONS
04014447556,2025-02-20 13:15,0.0967,KWH,V,MSCONS
19554292257,2025-03-08 02:15,0.7028,KWH,V,MSCONS
52784051030,10.02.2025 23:30,0.0581,KWH,V,MSCONS
70348049725,2025-03-10 09:00,0.1001,KWH,V,MSCONS
69410910768,2025-04-20 13:30,0.4081,KWH,V,MSCONS
19554292257,2025-02-10 10:45,0.4003,KWH,V,MSCONS
58143754480,2025-04-04 07:00,0.1576,KWH,V,MSCONS
45855425961,2025-04-29 19:00,"0,4854",KWH,V,MSCONS
19754516392,2025-02-04 08:15,0.673,KWH,V,MSCONS
49114475696,2025-04-18 22:15,0.8598,KWH,V,MSCONS
50096239004,28.03.2025 01:00,0.634,KWH,V,MSCONS
66586652381,2025-04-15 15:15,0.2934,KWH,V,MSCONS
65400074314,2025-02-27 06:00,"0,1032",KWH,V,MSCONS
45855425961,2025-03-21 11:00,0.369,KWH,V,MSCONS
61804172126,2025-03-11 18:15,1.3421,KWH,V,MSCONS
50096239004,2025-04-21 21:45,0.4382,KWH,V,MSCONS
83482028030,2025-03-31 06:00,0.1026,KWH,V,MSCONS
19754516392,2025-03-27 01:45,0.9834,KWH,V,MSCONS
50096239004,2025-03-08 04:30,"0,6531",KWH,V,MSCONS
02060690718,17.02.2025 20:30,1.4236,KWH,V,MSCONS
53850487964,2025-02-27 07:00,0.4375,KW,V,MSCONS
48126289103,2025-03-18 22:45,0.256,KW,V,MSCONS
07412179067,2025-03-02 06:00,1.01,KWH,V,MSCONS
55457754991,2025-04-30 10:30,0.1822,KW,V,MSCONS
94391268065,2025-04-06 16:00,0.0634,KWH,V,MSCONS
19554292257,2025-04-27 08:00,0.3504,KWH,V,MSCONS
58143754480,2025-04-18 00:30,0.0535,KWH,V,MSCONS
53850487964,10.04.2025 17:00,0.2612,KW,V,MSCONS
65400074314,2025-03-29 11:00,0.0604,KWH,V,MSCONS
52784051030,2025-04-26 23:30,0.0551,KWH,V,MSCONS
91797430928,2025-03-27 16:45,"0,7536",KWH,V,MSCONS
61804172126,2025-02-12 16:30,1.1605,KWH,V,MSCONS
07412179067,2025-02-23 19:30,1.3426,KWH,V,MSCONS
70348049725,2025-02-13 15:00,0.0665,KWH,V,MSCONS
13733263538,2025-03-09 17:00,0.9411,KWH,V,MSCONS
66586652381,2025-03-11 13:00,0.4004,KWH,V,MSCONS
65720280897,2025-03-10 03:00,0.6716,KWH,V,MSCONS
15096034392,2025-04-01 10:00,0.5129,KWH,,MSCONS
38141832343,2025-04-17 23:15,0.711,KWH,V,MSCONS
51451020772,2025-03-13 20:15,"1,4504",KWH,V,MSCONS
65400074314,2025-03-03 06:45,0.1112,KWH,V,MSCONS
94391268065,2025-04-01 01:45,0.0433,KWH,V,MSCONS
59028472520,2025-04-27 13:15,0.0479,KWH,V,MSCONS
65400074314,2025-03-10 11:15,0.0832,KWH,V,MSCONS
66586652381,27.02.2025 23:30,0.7094,KWH,V,MSCONS
50096239004,2025-03-26 01:00,0.6214,KWH,V,MSCONS
64853594978,2025-04-19 01:30,0.0532,KWH,V,MSCONS
17417694597,16.03.2025 02:00,0.9972,KWH,V,MSCONS
13733263538,2025-02-10 10:45,0.5983,KWH,V,MSCONS
19754516392,2025-03-17 05:30,1.0358,KWH,V,MSCONS
15096034392,2025-02-22 19:45,1.4456,KWH,V,MSCONS
13733263538,07.03.2025 01:30,0.8715,KWH,V,MSCONS
07412179067,2025-02-12 19:15,"1,1731",KWH,E,MSCONS
17417694597,2025-03-25 08:30,"0,7498",KWH,V,MSCONS
